
SetupTitle, ExfoliatedMoS2_TGIdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VTG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, ID, ITG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.001
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, false
TestParameter, Output.List.Data, VTG, ID, VD, Vbg, Ibg, ITG, IS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/06/2025 14:35:38
MetaData, TestRecord.TestTarget, E44-T1
MetaData, TestRecord.IterationIndex, 10
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c1d89ca7-a9a1-4b5e-ae01-6957789af89f
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VTG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, ITG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12, -1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, -1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.0035668556795318551
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.0035668556795318551
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.0035668556795318551
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.0035668556795318551
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.0035668556795318551
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VTG, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=1 V, Step=15 mV, No. of Steps=201, Compliance=5 mA, Pwr Comp=OFF	[VAR2] Unit=SMU4:HR, Name=VD, Start=100 mV, Stop=1 V, Step=300 mV, No. of Steps=4, Compliance=5 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU3:HR, Name=Vbg, Source Mode=V, Source=500 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,0.4,0.7,1	0.1	0.3	4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VTG, ID, VD, Vbg, Ibg, ITG, IS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ExfoliatedMoS2_TGIdVg
Dimension1, 402, 402, 402, 402, 402, 402, 402
Dimension2, 4, 4, 4, 4, 4, 4, 4
DataName, VTG, VD, Vbg, ID, IS, ITG, Ibg
DataValue, -2, 0.1, 0.5, 2.2260000000000002E-11, 3.4610000000000004E-11, -6.189E-11, 2.8E-12
DataValue, -1.985, 0.1, 0.5, 2.4300000000000003E-11, 3.689E-11, -6.32E-11, 1.5E-12
DataValue, -1.9700000000000002, 0.1, 0.5, 2.1550000000000002E-11, 3.2070000000000005E-11, -5.5630000000000006E-11, 2.28E-12
DataValue, -1.955, 0.1, 0.5, 2.1910000000000002E-11, 3.799E-11, -5.794E-11, -2.6E-13
DataValue, -1.9400000000000002, 0.1, 0.5, 2.1990000000000003E-11, 3.296E-11, -5.5890000000000007E-11, 7.8000000000000011E-13
DataValue, -1.925, 0.1, 0.5, 2.0820000000000002E-11, 3.2100000000000004E-11, -5.4100000000000006E-11, 2.2700000000000002E-12
DataValue, -1.9100000000000001, 0.1, 0.5, 1.9200000000000002E-11, 3.282E-11, -4.9760000000000004E-11, 1.3800000000000002E-12
DataValue, -1.895, 0.1, 0.5, 1.744E-11, 3.106E-11, -5.0300000000000003E-11, 8.6000000000000007E-13
DataValue, -1.8800000000000001, 0.1, 0.5, 1.51E-11, 3.113E-11, -4.399E-11, 3.9000000000000005E-13
DataValue, -1.865, 0.1, 0.5, 1.5740000000000002E-11, 3.045E-11, -4.8410000000000004E-11, 1.5E-12
DataValue, -1.85, 0.1, 0.5, 1.612E-11, 2.7450000000000003E-11, -4.3100000000000005E-11, 1.7200000000000001E-12
DataValue, -1.8350000000000002, 0.1, 0.5, 1.83E-11, 2.609E-11, -4.362E-11, -1.0500000000000002E-12
DataValue, -1.82, 0.1, 0.5, 1.724E-11, 2.3190000000000003E-11, -4.076E-11, 2.39E-12
DataValue, -1.8050000000000002, 0.1, 0.5, 1.528E-11, 2.6120000000000003E-11, -4.1760000000000006E-11, 1.8000000000000002E-12
DataValue, -1.79, 0.1, 0.5, 1.454E-11, 2.183E-11, -3.652E-11, 1E-12
DataValue, -1.7750000000000001, 0.1, 0.5, 1.2780000000000002E-11, 2.1480000000000003E-11, -3.529E-11, 5.8000000000000005E-13
DataValue, -1.76, 0.1, 0.5, 1.3350000000000001E-11, 2.2100000000000003E-11, -3.3820000000000006E-11, -1.88E-12
DataValue, -1.745, 0.1, 0.5, 1.4080000000000001E-11, 1.835E-11, -3.324E-11, 7.100000000000001E-13
DataValue, -1.73, 0.1, 0.5, 1.1760000000000002E-11, 2.001E-11, -3.3E-11, 1.18E-12
DataValue, -1.715, 0.1, 0.5, 1.401E-11, 1.8950000000000003E-11, -3.3310000000000006E-11, 2.2700000000000002E-12
DataValue, -1.7000000000000002, 0.1, 0.5, 1.2930000000000001E-11, 1.7910000000000003E-11, -3.271E-11, 1.17E-12
DataValue, -1.685, 0.1, 0.5, 1.2480000000000002E-11, 2.0260000000000003E-11, -2.954E-11, -2.29E-12
DataValue, -1.6700000000000002, 0.1, 0.5, 1.3270000000000001E-11, 1.54E-11, -2.9370000000000004E-11, 9.0000000000000008E-14
DataValue, -1.655, 0.1, 0.5, 1.126E-11, 1.648E-11, -2.726E-11, 2.1000000000000003E-12
DataValue, -1.6400000000000001, 0.1, 0.5, 1.343E-11, 1.6910000000000003E-11, -2.969E-11, 7E-13
DataValue, -1.625, 0.1, 0.5, 9.97E-12, 1.5470000000000003E-11, -2.7500000000000002E-11, 1.6E-12
DataValue, -1.61, 0.1, 0.5, 9.75E-12, 1.754E-11, -2.6720000000000002E-11, -1.13E-12
DataValue, -1.595, 0.1, 0.5, 1.1820000000000001E-11, 1.351E-11, -2.5320000000000003E-11, 9.4E-13
DataValue, -1.58, 0.1, 0.5, 8.25E-12, 1.458E-11, -2.347E-11, 2.5E-13
DataValue, -1.5650000000000002, 0.1, 0.5, 1.0300000000000001E-11, 1.466E-11, -2.5060000000000002E-11, 1.2800000000000002E-12
DataValue, -1.55, 0.1, 0.5, 9.48E-12, 1.2750000000000001E-11, -2.2420000000000002E-11, 1.0600000000000001E-12
DataValue, -1.5350000000000001, 0.1, 0.5, 7.7900000000000013E-12, 1.4500000000000002E-11, -2.3120000000000003E-11, -1.3900000000000001E-12
DataValue, -1.52, 0.1, 0.5, 9.57E-12, 1.2550000000000001E-11, -2.223E-11, 5.3000000000000006E-13
DataValue, -1.5050000000000001, 0.1, 0.5, 6.96E-12, 1.292E-11, -2.0330000000000002E-11, 2.2200000000000002E-12
DataValue, -1.49, 0.1, 0.5, 1.14E-11, 1.3140000000000001E-11, -2.2510000000000002E-11, -8.1000000000000008E-13
DataValue, -1.475, 0.1, 0.5, 8.01E-12, 1.076E-11, -2.1040000000000002E-11, 3.2000000000000005E-13
DataValue, -1.46, 0.1, 0.5, 6.8000000000000009E-12, 1.2050000000000001E-11, -1.848E-11, 2E-13
DataValue, -1.445, 0.1, 0.5, 7.0500000000000009E-12, 1.086E-11, -1.837E-11, 1.3400000000000002E-12
DataValue, -1.4300000000000002, 0.1, 0.5, 5.64E-12, 1.0720000000000001E-11, -1.6400000000000003E-11, 3.6000000000000003E-13
DataValue, -1.415, 0.1, 0.5, 7.32E-12, 1.0900000000000001E-11, -1.699E-11, -7.6000000000000009E-13
DataValue, -1.4000000000000001, 0.1, 0.5, 7.65E-12, 7.81E-12, -1.679E-11, 2E-12
DataValue, -1.385, 0.1, 0.5, 6.71E-12, 1.0410000000000001E-11, -1.5760000000000002E-11, -1.2900000000000002E-12
DataValue, -1.37, 0.1, 0.5, 8.22E-12, 9.24E-12, -1.773E-11, 5.6E-13
DataValue, -1.355, 0.1, 0.5, 5.6600000000000005E-12, 8.4900000000000012E-12, -1.4270000000000001E-11, 2.14E-12
DataValue, -1.34, 0.1, 0.5, 7.7900000000000013E-12, 1.007E-11, -1.632E-11, -1.1600000000000001E-12
DataValue, -1.325, 0.1, 0.5, 7.1300000000000005E-12, 5.79E-12, -1.5320000000000002E-11, -2.0000000000000003E-14
DataValue, -1.31, 0.1, 0.5, 6.2E-12, 6.86E-12, -1.362E-11, 1.5600000000000002E-12
DataValue, -1.2950000000000002, 0.1, 0.5, 8.46E-12, 7.22E-12, -1.63E-11, 1.0100000000000001E-12
DataValue, -1.28, 0.1, 0.5, 5.23E-12, 5.1200000000000008E-12, -1.168E-11, -2.9000000000000003E-13
DataValue, -1.2650000000000001, 0.1, 0.5, 7.2400000000000007E-12, 6.7400000000000008E-12, -1.2580000000000002E-11, -1.6700000000000002E-12
DataValue, -1.25, 0.1, 0.5, 6.5200000000000005E-12, 3.67E-12, -1.137E-11, 1.4700000000000002E-12
DataValue, -1.235, 0.1, 0.5, 6.4800000000000007E-12, 4.8600000000000007E-12, -1.107E-11, 1.74E-12
DataValue, -1.22, 0.1, 0.5, 9.26E-12, 4.3900000000000005E-12, -1.3060000000000001E-11, -9.7000000000000011E-13
DataValue, -1.205, 0.1, 0.5, 6.1600000000000004E-12, 2.8900000000000004E-12, -1.028E-11, 1.02E-12
DataValue, -1.19, 0.1, 0.5, 7.26E-12, 4.67E-12, -1.0220000000000001E-11, -2.34E-12
DataValue, -1.175, 0.1, 0.5, 7.9800000000000011E-12, 1.0500000000000002E-12, -1.037E-11, -3.2000000000000005E-13
DataValue, -1.1600000000000001, 0.1, 0.5, 7.16E-12, 1.3400000000000002E-12, -7.74E-12, 1.4200000000000002E-12
DataValue, -1.145, 0.1, 0.5, 9.2800000000000008E-12, 1.03E-12, -9.8100000000000012E-12, 1.9200000000000003E-12
DataValue, -1.1300000000000001, 0.1, 0.5, 7.39E-12, -7.9000000000000007E-13, -7.3E-12, 2.2000000000000002E-13
DataValue, -1.115, 0.1, 0.5, 8.33E-12, 6.1E-13, -7.33E-12, -2.3200000000000002E-12
DataValue, -1.1, 0.1, 0.5, 1.0410000000000001E-11, -3.43E-12, -7.61E-12, 7.3E-13
DataValue, -1.085, 0.1, 0.5, 9.490000000000001E-12, -3.58E-12, -5.3000000000000004E-12, 2.6000000000000002E-12
DataValue, -1.07, 0.1, 0.5, 1.311E-11, -4.41E-12, -8.2900000000000012E-12, -9.4E-13
DataValue, -1.0550000000000002, 0.1, 0.5, 1.2860000000000001E-11, -7.34E-12, -6.1800000000000007E-12, 1.8000000000000002E-12
DataValue, -1.04, 0.1, 0.5, 1.424E-11, -7.26E-12, -5.9E-12, -8.0000000000000013E-14
