
SetupTitle, ExfoliatedMoS2_TGIdVg
PrimitiveTest, I/V Sweep
DataValue, -0.11, 0.1, 0.5, 1.90612E-08, -1.90158E-08, 7E-13, 3.76E-12
DataValue, -0.125, 0.1, 0.5, 1.81862E-08, -1.81722E-08, -3.9000000000000005E-13, -1.8900000000000002E-12
DataValue, -0.14, 0.1, 0.5, 1.74512E-08, -1.76052E-08, 7E-14, 4.1900000000000005E-12
DataValue, -0.155, 0.1, 0.5, 1.6735799999999998E-08, -1.6766E-08, -5.3000000000000006E-13, 4.0000000000000006E-14
DataValue, -0.17, 0.1, 0.5, 1.59392E-08, -1.5892599999999997E-08, -1.45E-12, 1.21E-12
DataValue, -0.185, 0.1, 0.5, 1.5359399999999997E-08, -1.53442E-08, 8.8000000000000009E-13, 4.01E-12
DataValue, -0.2, 0.1, 0.5, 1.45544E-08, -1.4638399999999999E-08, -1.8000000000000002E-13, -2.26E-12
DataValue, -0.215, 0.1, 0.5, 1.4165799999999998E-08, -1.42528E-08, 6.9000000000000009E-13, 5.24E-12
DataValue, -0.23, 0.1, 0.5, 1.34216E-08, -1.3472799999999998E-08, -3.07E-12, -2.29E-12
DataValue, -0.24500000000000002, 0.1, 0.5, 1.2999999999999999E-08, -1.3005199999999999E-08, 6.9000000000000009E-13, 4.79E-12
DataValue, -0.26, 0.1, 0.5, 1.2480399999999998E-08, -1.2474599999999999E-08, -2.6E-13, -3.4500000000000004E-12
DataValue, -0.275, 0.1, 0.5, 1.1978799999999998E-08, -1.2013199999999999E-08, 3.0000000000000003E-13, 4.6400000000000004E-12
DataValue, -0.29000000000000004, 0.1, 0.5, 1.1592199999999998E-08, -1.1650799999999999E-08, -1.4400000000000001E-12, -1.0500000000000002E-12
DataValue, -0.305, 0.1, 0.5, 1.1058599999999998E-08, -1.1074799999999999E-08, -1.09E-12, 5E-13
DataValue, -0.32, 0.1, 0.5, 1.06064E-08, -1.06228E-08, 3.6000000000000003E-13, 3.9000000000000005E-13
DataValue, -0.335, 0.1, 0.5, 1.02442E-08, -1.0229799999999999E-08, 1.6000000000000003E-13, -9.0000000000000008E-14
DataValue, -0.35000000000000003, 0.1, 0.5, 9.5606E-09, -9.4384E-09, -1.6000000000000003E-13, 5E-14
DataValue, -0.365, 0.1, 0.5, 9.3868E-09, -9.3797E-09, -1.3E-13, 1.51E-12
DataValue, -0.38, 0.1, 0.5, 9.0812E-09, -9.0265E-09, 7.5E-13, 5.44E-12
DataValue, -0.395, 0.1, 0.5, 8.7023E-09, -8.675E-09, 5.4E-13, 3.3100000000000002E-12
DataValue, -0.41000000000000003, 0.1, 0.5, 8.4315E-09, -8.387E-09, -1.32E-12, -5E-13
DataValue, -0.42500000000000004, 0.1, 0.5, 7.974E-09, -7.9494E-09, -1.8000000000000002E-13, -6.7000000000000007E-13
DataValue, -0.44, 0.1, 0.5, 7.6617E-09, -7.6414E-09, -3.05E-12, -2.7600000000000004E-12
DataValue, -0.455, 0.1, 0.5, 7.3097E-09, -7.36E-09, -7E-14, -1.1500000000000002E-12
DataValue, -0.47000000000000003, 0.1, 0.5, 7.1746E-09, -7.1933E-09, -8.4000000000000006E-13, 3.86E-12
DataValue, -0.48500000000000004, 0.1, 0.5, 6.8994E-09, -6.887E-09, 1.1000000000000001E-13, 5.1600000000000006E-12
DataValue, -0.5, 0.1, 0.5, 6.7431E-09, -6.6944E-09, 2.2000000000000002E-13, 4.2400000000000005E-12
DataValue, -0.515, 0.1, 0.5, 6.4161E-09, -6.4174E-09, -6.5000000000000006E-13, 8.8000000000000009E-13
DataValue, -0.53, 0.1, 0.5, 6.1751E-09, -6.1758E-09, -5E-13, -9.2000000000000012E-13
DataValue, -0.545, 0.1, 0.5, 5.9334E-09, -5.9647E-09, -3.23E-12, -2.77E-12
DataValue, -0.56, 0.1, 0.5, 5.7048E-09, -5.6629E-09, -8.0000000000000013E-14, -1.4E-12
DataValue, -0.57500000000000007, 0.1, 0.5, 5.4312E-09, -5.5336E-09, -1.04E-12, 1.91E-12
DataValue, -0.59000000000000008, 0.1, 0.5, 5.2456E-09, -5.2747E-09, 4.0000000000000006E-14, 5.7100000000000005E-12
DataValue, -0.605, 0.1, 0.5, 5.0119E-09, -5.0661E-09, 6.400000000000001E-13, 3.6800000000000005E-12
DataValue, -0.62, 0.1, 0.5, 4.9391E-09, -4.938E-09, -2.2000000000000002E-13, 1.69E-12
DataValue, -0.635, 0.1, 0.5, 4.7794E-09, -4.7586E-09, -5E-13, -2.3500000000000003E-12
DataValue, -0.65, 0.1, 0.5, 4.6927E-09, -4.6384E-09, -3E-12, -2.34E-12
DataValue, -0.665, 0.1, 0.5, 4.5132E-09, -4.5019E-09, -4.0000000000000006E-14, -8.300000000000001E-13
DataValue, -0.68, 0.1, 0.5, 4.2761E-09, -4.2976E-09, -1.2800000000000002E-12, 1.21E-12
DataValue, -0.69500000000000006, 0.1, 0.5, 4.1761E-09, -4.1838E-09, 1.8000000000000002E-13, 4.6600000000000007E-12
DataValue, -0.71000000000000008, 0.1, 0.5, 4.0269E-09, -4.0412E-09, 5.4E-13, 3.96E-12
DataValue, -0.72500000000000009, 0.1, 0.5, 3.8362E-09, -3.854E-09, -4.3000000000000004E-13, 2.08E-12
DataValue, -0.74, 0.1, 0.5, 3.7908E-09, -3.7844E-09, -4.6000000000000006E-13, -6.6E-13
DataValue, -0.755, 0.1, 0.5, 3.6864E-09, -3.6551E-09, -3.1200000000000004E-12, -2.6600000000000004E-12
DataValue, -0.77, 0.1, 0.5, 3.5195E-09, -3.5347E-09, -2E-13, -3.2E-12
DataValue, -0.785, 0.1, 0.5, 3.3833E-09, -3.4017E-09, -1.9400000000000002E-12, -2.9000000000000003E-13
DataValue, -0.8, 0.1, 0.5, 3.3159E-09, -3.3459E-09, -5.8000000000000005E-13, 4.41E-12
DataValue, -0.81500000000000006, 0.1, 0.5, 3.187E-09, -3.2075E-09, 3.3E-13, 2.8400000000000004E-12
DataValue, -0.83000000000000007, 0.1, 0.5, 3.1425E-09, -3.1045E-09, -4.0000000000000006E-14, 3.63E-12
DataValue, -0.84500000000000008, 0.1, 0.5, 3.0412E-09, -3.0316E-09, 1E-13, 1.41E-12
DataValue, -0.86, 0.1, 0.5, 2.9465E-09, -2.9285E-09, -2.69E-12, -2.69E-12
DataValue, -0.875, 0.1, 0.5, 2.8177E-09, -2.8125E-09, -5.4E-13, -4.2400000000000005E-12
DataValue, -0.89, 0.1, 0.5, 2.77E-09, -2.7632E-09, -2.26E-12, -2.4000000000000004E-13
DataValue, -0.905, 0.1, 0.5, 2.6611E-09, -2.66E-09, -4.3000000000000004E-13, 3.58E-12
DataValue, -0.92, 0.1, 0.5, 2.6047E-09, -2.6175E-09, 2.0000000000000003E-14, 5.07E-12
DataValue, -0.935, 0.1, 0.5, 2.5652E-09, -2.5683E-09, 4.5000000000000005E-13, 4.84E-12
DataValue, -0.95000000000000007, 0.1, 0.5, 2.4236E-09, -2.4228E-09, -2.2000000000000002E-13, 9.9E-13
DataValue, -0.96500000000000008, 0.1, 0.5, 2.3701E-09, -2.3821E-09, -2.23E-12, -1.95E-12
DataValue, -0.98000000000000009, 0.1, 0.5, 2.3109E-09, -2.3105E-09, -4.4000000000000004E-13, -2.08E-12
DataValue, -0.995, 0.1, 0.5, 2.2683E-09, -2.2841E-09, -3.0600000000000003E-12, -1.27E-12
DataValue, -1.01, 0.1, 0.5, 2.1893E-09, -2.1768E-09, -6.5000000000000006E-13, 9.5E-13
DataValue, -1.0250000000000001, 0.1, 0.5, 2.1612E-09, -2.1563E-09, -8.7E-13, 3.07E-12
DataValue, -1.04, 0.1, 0.5, 2.0772E-09, -2.0717E-09, -4.0000000000000006E-14, 6.0200000000000006E-12
DataValue, -1.0550000000000002, 0.1, 0.5, 2.0296E-09, -1.9983E-09, -2.3000000000000003E-13, 1.7600000000000002E-12
DataValue, -1.07, 0.1, 0.5, 1.9593E-09, -1.9478E-09, -1.6100000000000002E-12, 1.5600000000000002E-12
DataValue, -1.085, 0.1, 0.5, 1.9412E-09, -1.9363E-09, -4E-13, -1.2000000000000001E-12
DataValue, -1.1, 0.1, 0.5, 1.8225E-09, -1.8421E-09, -3.0800000000000002E-12, -2.8900000000000004E-12
DataValue, -1.115, 0.1, 0.5, 1.8233E-09, -1.8374E-09, -3.5E-13, 1.9700000000000003E-12
DataValue, -1.1300000000000001, 0.1, 0.5, 1.7757E-09, -1.771E-09, -9.3E-13, 2.72E-12
DataValue, -1.145, 0.1, 0.5, 1.7462E-09, -1.76E-09, -5.1E-13, 5.19E-12
DataValue, -1.1600000000000001, 0.1, 0.5, 1.7149E-09, -1.7019E-09, -9.1000000000000016E-13, 3.7900000000000006E-12
DataValue, -1.175, 0.1, 0.5, 1.6894E-09, -1.6797E-09, -1.4E-12, 1.02E-12
DataValue, -1.19, 0.1, 0.5, 1.5937E-09, -1.6058E-09, -4.2000000000000003E-13, -4E-13
DataValue, -1.205, 0.1, 0.5, 1.5855E-09, -1.592E-09, -3.1100000000000003E-12, -1.6100000000000002E-12
DataValue, -1.22, 0.1, 0.5, 1.5241E-09, -1.5257E-09, -4.6000000000000006E-13, -7.5E-13
DataValue, -1.235, 0.1, 0.5, 1.4999E-09, -1.5019E-09, -9.1000000000000016E-13, 3.3100000000000002E-12
DataValue, -1.25, 0.1, 0.5, 1.4561E-09, -1.4514E-09, -4.5000000000000005E-13, 5.3500000000000004E-12
DataValue, -1.2650000000000001, 0.1, 0.5, 1.4442E-09, -1.4428E-09, -4.2000000000000003E-13, 3.3E-12
DataValue, -1.28, 0.1, 0.5, 1.4543E-09, -1.4548E-09, -1.37E-12, 8.2E-13
DataValue, -1.2950000000000002, 0.1, 0.5, 1.3767E-09, -1.3842E-09, -7.3E-13, 1.5000000000000002E-13
DataValue, -1.31, 0.1, 0.5, 1.3532E-09, -1.3492E-09, -2.9600000000000003E-12, -1.8200000000000003E-12
DataValue, -1.325, 0.1, 0.5, 1.3064E-09, -1.3033E-09, 2.6E-13, 4.1E-13
DataValue, -1.34, 0.1, 0.5, 1.2597E-09, -1.2715E-09, -1.1000000000000002E-12, 1.93E-12
DataValue, -1.355, 0.1, 0.5, 1.2389E-09, -1.2511E-09, -8.7E-13, 5.9600000000000005E-12
DataValue, -1.37, 0.1, 0.5, 1.2326E-09, -1.2333E-09, -1.1600000000000001E-12, -4.5000000000000005E-13
DataValue, -1.385, 0.1, 0.5, 1.2088E-09, -1.2047E-09, -1.6100000000000002E-12, 1.6700000000000002E-12
DataValue, -1.4000000000000001, 0.1, 0.5, 1.1852E-09, -1.1711E-09, 2E-13, 1.27E-12
DataValue, -1.415, 0.1, 0.5, 1.154E-09, -1.1572E-09, -3.02E-12, -2.01E-12
DataValue, -1.4300000000000002, 0.1, 0.5, 1.1177E-09, -1.1134E-09, -2.1000000000000001E-13, -2.79E-12
DataValue, -1.445, 0.1, 0.5, 1.0816E-09, -1.0682E-09, -1.4400000000000001E-12, 2.1000000000000003E-12
DataValue, -1.46, 0.1, 0.5, 1.0383E-09, -1.0369E-09, -8.8000000000000009E-13, 5.38E-12
DataValue, -1.475, 0.1, 0.5, 1.0274E-09, -1.0386E-09, -7E-13, 3.07E-12
DataValue, -1.49, 0.1, 0.5, 1.004E-09, -9.998E-10, -2.5E-13, 1.12E-12
DataValue, -1.5050000000000001, 0.1, 0.5, 1.0033E-09, -1.0043E-09, -1.13E-12, 5.2600000000000006E-12
DataValue, -1.52, 0.1, 0.5, 9.9137E-10, -9.8556E-10, -1.86E-12, 2.9000000000000003E-13
DataValue, -1.5350000000000001, 0.1, 0.5, 9.5559E-10, -9.5602E-10, 6.5000000000000006E-13, 1.69E-12
DataValue, -1.55, 0.1, 0.5, 9.2615000000000005E-10, -9.2083000000000012E-10, -2.04E-12, 2.9600000000000003E-12
DataValue, -1.5650000000000002, 0.1, 0.5, 8.9914000000000006E-10, -9.0231000000000006E-10, -1.5300000000000001E-12, 5.1200000000000008E-12
DataValue, -1.58, 0.1, 0.5, 8.7947000000000007E-10, -8.7665000000000007E-10, -1.4300000000000002E-12, 3.0400000000000004E-12
DataValue, -1.595, 0.1, 0.5, 8.6469E-10, -8.7121E-10, -2.6500000000000002E-12, -4.5000000000000005E-13
DataValue, -1.61, 0.1, 0.5, 8.3752E-10, -8.3935000000000011E-10, 2E-13, -2.67E-12
DataValue, -1.625, 0.1, 0.5, 8.3332000000000008E-10, -8.3324000000000011E-10, -1.4900000000000001E-12, 1.0500000000000002E-12
DataValue, -1.6400000000000001, 0.1, 0.5, 8.084700000000001E-10, -8.091E-10, -1.3900000000000001E-12, 4.93E-12
DataValue, -1.655, 0.1, 0.5, 7.7882000000000011E-10, -7.7453E-10, -1.5800000000000001E-12, 2.8400000000000004E-12
DataValue, -1.6700000000000002, 0.1, 0.5, 7.7916E-10, -7.7408000000000008E-10, -2.8800000000000002E-12, -1.0600000000000001E-12
DataValue, -1.685, 0.1, 0.5, 7.5564000000000009E-10, -7.5676000000000008E-10, 1E-13, 6.400000000000001E-13
DataValue, -1.7000000000000002, 0.1, 0.5, 7.4108000000000009E-10, -7.4480000000000005E-10, -1.4700000000000002E-12, 1.6800000000000001E-12
DataValue, -1.715, 0.1, 0.5, 7.3748E-10, -7.399600000000001E-10, -1.6300000000000001E-12, 4.47E-12
DataValue, -1.73, 0.1, 0.5, 7.3242E-10, -7.3713E-10, -1.9400000000000002E-12, 1.5000000000000002E-13
DataValue, -1.745, 0.1, 0.5, 7.305E-10, -7.2702E-10, -2.5000000000000003E-12, -2.7E-13
DataValue, -1.76, 0.1, 0.5, 6.994500000000001E-10, -7.0513E-10, 3.3E-13, -9.5E-13
DataValue, -1.7750000000000001, 0.1, 0.5, 6.7796E-10, -6.7950000000000008E-10, -1.3500000000000001E-12, 2.8900000000000004E-12
DataValue, -1.79, 0.1, 0.5, 6.7040000000000008E-10, -6.7019E-10, -1.64E-12, 5.14E-12
DataValue, -1.8050000000000002, 0.1, 0.5, 6.6449E-10, -6.6200000000000009E-10, -1.85E-12, 1.86E-12
DataValue, -1.82, 0.1, 0.5, 6.3892E-10, -6.3841000000000007E-10, -3.02E-12, -2.08E-12
DataValue, -1.8350000000000002, 0.1, 0.5, 6.2434E-10, -6.2709000000000005E-10, -3.4E-13, 2.8900000000000004E-12
DataValue, -1.85, 0.1, 0.5, 6.246000000000001E-10, -6.2134E-10, -1.45E-12, 3.76E-12
DataValue, -1.865, 0.1, 0.5, 6.1031E-10, -6.1141000000000006E-10, -2E-12, 5.1700000000000008E-12
DataValue, -1.8800000000000001, 0.1, 0.5, 6.1016000000000009E-10, -6.1536E-10, -1.65E-12, 1.45E-12
DataValue, -1.895, 0.1, 0.5, 5.9024E-10, -5.9032000000000009E-10, -3.2400000000000003E-12, 5.5000000000000008E-13
DataValue, -1.9100000000000001, 0.1, 0.5, 5.7151E-10, -5.7756E-10, -6.400000000000001E-13, 2.46E-12
DataValue, -1.925, 0.1, 0.5, 5.5216000000000009E-10, -5.5305000000000007E-10, -1.7000000000000002E-12, 4.4900000000000005E-12
DataValue, -1.9400000000000002, 0.1, 0.5, 5.5038E-10, -5.4632E-10, -2.5800000000000003E-12, 3.8400000000000006E-12
DataValue, -1.955, 0.1, 0.5, 5.4430000000000007E-10, -5.4871000000000006E-10, -9.5E-13, 9.5E-13
DataValue, -1.9700000000000002, 0.1, 0.5, 5.2765E-10, -5.3337000000000009E-10, -3.2700000000000004E-12, -6.1E-13
DataValue, -1.985, 0.1, 0.5, 5.2432E-10, -5.2804000000000007E-10, -1.6800000000000001E-12, 2.6500000000000002E-12
DataValue, -2, 0.1, 0.5, 5.0722E-10, -5.0429E-10, -1.9900000000000002E-12, 3.4700000000000004E-12
DataValue, -2, 0.4, 0.5, 1.2599E-09, -1.2325E-09, -1.7000000000000002E-12, 3.82E-12
DataValue, -1.985, 0.4, 0.5, 1.2788E-09, -1.2632E-09, -1.91E-12, 3.77E-12
DataValue, -1.9700000000000002, 0.4, 0.5, 1.3097E-09, -1.3139E-09, -2.39E-12, 9.3E-13
DataValue, -1.955, 0.4, 0.5, 1.3433E-09, -1.3373E-09, -7.100000000000001E-13, -1.5E-12
DataValue, -1.9400000000000002, 0.4, 0.5, 1.3664E-09, -1.3657E-09, -2.62E-12, -1.88E-12
DataValue, -1.925, 0.4, 0.5, 1.4033E-09, -1.3991E-09, 7.3E-13, -6.5000000000000006E-13
DataValue, -1.9100000000000001, 0.4, 0.5, 1.4327E-09, -1.421E-09, -7.4000000000000008E-13, 9.5E-13
DataValue, -1.895, 0.4, 0.5, 1.47E-09, -1.4748E-09, -1.13E-12, 4.6500000000000006E-12
DataValue, -1.8800000000000001, 0.4, 0.5, 1.4855E-09, -1.5002E-09, -1.3300000000000002E-12, 2.4500000000000003E-12
DataValue, -1.865, 0.4, 0.5, 1.535E-09, -1.5357E-09, -1.83E-12, 1.3000000000000001E-12
DataValue, -1.85, 0.4, 0.5, 1.5744E-09, -1.5776E-09, -2.3000000000000003E-13, -1.2800000000000002E-12
DataValue, -1.8350000000000002, 0.4, 0.5, 1.6024E-09, -1.6015E-09, -1.9E-12, -1.8700000000000003E-12
DataValue, -1.82, 0.4, 0.5, 1.658E-09, -1.6574E-09, 8.8000000000000009E-13, -4E-13
DataValue, -1.8050000000000002, 0.4, 0.5, 1.6773E-09, -1.6978E-09, -8.9E-13, 2.0000000000000003E-14
DataValue, -1.79, 0.4, 0.5, 1.7305E-09, -1.7322E-09, -6.9000000000000009E-13, 3.1400000000000004E-12
DataValue, -1.7750000000000001, 0.4, 0.5, 1.7855E-09, -1.7774E-09, -8.5000000000000011E-13, 1.5800000000000001E-12
DataValue, -1.76, 0.4, 0.5, 1.833E-09, -1.8261E-09, -1.46E-12, 2.1200000000000003E-12
DataValue, -1.745, 0.4, 0.5, 1.8769E-09, -1.8738E-09, -4.4000000000000004E-13, 3.8000000000000005E-13
DataValue, -1.73, 0.4, 0.5, 1.9143E-09, -1.9075E-09, -2.18E-12, -1.8900000000000002E-12
DataValue, -1.715, 0.4, 0.5, 1.9638E-09, -1.9765E-09, 1.3000000000000001E-12, -1.7700000000000001E-12
DataValue, -1.7000000000000002, 0.4, 0.5, 2.0336E-09, -2.0294E-09, -9.4E-13, -1.1000000000000002E-12
DataValue, -1.685, 0.4, 0.5, 2.0591E-09, -2.0581E-09, -6.8E-13, 4.0400000000000006E-12
DataValue, -1.6700000000000002, 0.4, 0.5, 2.0979E-09, -2.0946E-09, -4E-13, 2.26E-12
DataValue, -1.655, 0.4, 0.5, 2.1519E-09, -2.1472E-09, -1.04E-12, 1.9200000000000003E-12
DataValue, -1.6400000000000001, 0.4, 0.5, 2.196E-09, -2.1825E-09, -1.5000000000000002E-13, -1.12E-12
DataValue, -1.625, 0.4, 0.5, 2.2419E-09, -2.2221E-09, -1.5200000000000002E-12, -4.0400000000000006E-12
DataValue, -1.61, 0.4, 0.5, 2.3157E-09, -2.2833E-09, 1.1900000000000002E-12, -2.01E-12
DataValue, -1.595, 0.4, 0.5, 2.3415E-09, -2.3502E-09, -8.2E-13, 8.0000000000000013E-14
DataValue, -1.58, 0.4, 0.5, 2.3851E-09, -2.4015E-09, -1.1000000000000001E-13, 2.67E-12
DataValue, -1.5650000000000002, 0.4, 0.5, 2.4665E-09, -2.488E-09, -1.5000000000000002E-13, 2.47E-12
DataValue, -1.55, 0.4, 0.5, 2.551E-09, -2.5498E-09, -7.2000000000000006E-13, 5.8000000000000005E-13
DataValue, -1.5350000000000001, 0.4, 0.5, 2.6269E-09, -2.6339E-09, 1.6000000000000003E-13, -1.3800000000000002E-12
DataValue, -1.52, 0.4, 0.5, 2.6806E-09, -2.6696E-09, -1.83E-12, -3.5400000000000003E-12
DataValue, -1.5050000000000001, 0.4, 0.5, 2.7193E-09, -2.7297E-09, 1.64E-12, -1.1000000000000002E-12
DataValue, -1.49, 0.4, 0.5, 2.8052E-09, -2.7843E-09, -4E-13, 6.7000000000000007E-13
DataValue, -1.475, 0.4, 0.5, 2.8459E-09, -2.8418E-09, 4.6000000000000006E-13, 2.69E-12
DataValue, -1.46, 0.4, 0.5, 2.908E-09, -2.8878E-09, 3.5E-13, 2.16E-12
DataValue, -1.445, 0.4, 0.5, 3.0249E-09, -3.0243E-09, -4.3000000000000004E-13, 3.3E-13
DataValue, -1.4300000000000002, 0.4, 0.5, 3.0548E-09, -3.0535E-09, 1.8000000000000002E-13, -1.5800000000000001E-12
DataValue, -1.415, 0.4, 0.5, 3.063E-09, -3.0906E-09, -1.79E-12, -2.77E-12
DataValue, -1.4000000000000001, 0.4, 0.5, 3.1979E-09, -3.1876E-09, 1.32E-12, -2.85E-12
DataValue, -1.385, 0.4, 0.5, 3.2516E-09, -3.2614E-09, -2.0000000000000003E-14, 1.3300000000000002E-12
DataValue, -1.37, 0.4, 0.5, 3.3678E-09, -3.3786E-09, 3.9000000000000005E-13, 4.33E-12
DataValue, -1.355, 0.4, 0.5, 3.4602E-09, -3.471E-09, 3.5E-13, 2.14E-12
DataValue, -1.34, 0.4, 0.5, 3.5371E-09, -3.5279E-09, -2.3000000000000003E-13, 7E-14
DataValue, -1.325, 0.4, 0.5, 3.5353E-09, -3.5767E-09, 5E-13, -1.7700000000000001E-12
DataValue, -1.31, 0.4, 0.5, 3.6797E-09, -3.6526E-09, -1.9E-12, -2.4500000000000003E-12
DataValue, -1.2950000000000002, 0.4, 0.5, 3.7439E-09, -3.7607E-09, 1.4700000000000002E-12, -1.8200000000000003E-12
DataValue, -1.28, 0.4, 0.5, 3.8623E-09, -3.8456E-09, 1.1000000000000001E-13, 6.8E-13
DataValue, -1.2650000000000001, 0.4, 0.5, 3.9063E-09, -3.9206E-09, 3.1000000000000004E-13, 3.3E-12
DataValue, -1.25, 0.4, 0.5, 4.0539E-09, -4.0219E-09, 5.8000000000000005E-13, 9.8E-13
DataValue, -1.235, 0.4, 0.5, 4.0902E-09, -4.077E-09, 6.0000000000000009E-14, 1.7200000000000001E-12
DataValue, -1.22, 0.4, 0.5, 4.2552E-09, -4.2845E-09, 6.2000000000000008E-13, -2.5600000000000004E-12
DataValue, -1.205, 0.4, 0.5, 4.3427E-09, -4.3246E-09, -2E-12, -3.6900000000000006E-12
DataValue, -1.19, 0.4, 0.5, 4.4497E-09, -4.4502E-09, 1.37E-12, -2.08E-12
DataValue, -1.175, 0.4, 0.5, 4.5186E-09, -4.5615E-09, 2.5E-13, -4.0000000000000006E-14
DataValue, -1.1600000000000001, 0.4, 0.5, 4.6156E-09, -4.6503E-09, 9.000000000000001E-13, 4.38E-12
DataValue, -1.145, 0.4, 0.5, 4.717E-09, -4.7527E-09, 9.8E-13, 2.42E-12
DataValue, -1.1300000000000001, 0.4, 0.5, 4.8749E-09, -4.8637E-09, 1.1000000000000001E-13, 3.7000000000000004E-13
DataValue, -1.115, 0.4, 0.5, 4.998E-09, -5.0002E-09, 8.300000000000001E-13, -2.04E-12
DataValue, -1.1, 0.4, 0.5, 5.1721E-09, -5.1703E-09, -1.79E-12, -4.6900000000000004E-12
DataValue, -1.085, 0.4, 0.5, 5.3394E-09, -5.3486E-09, 1.5300000000000001E-12, -2.75E-12
DataValue, -1.07, 0.4, 0.5, 5.449E-09, -5.4466E-09, 1.5000000000000002E-13, 5E-14
DataValue, -1.0550000000000002, 0.4, 0.5, 5.6275E-09, -5.5905E-09, 3.7000000000000004E-13, 4.8100000000000007E-12
DataValue, -1.04, 0.4, 0.5, 5.7599E-09, -5.7733E-09, 1.08E-12, 1.8900000000000002E-12
DataValue, -1.0250000000000001, 0.4, 0.5, 5.974E-09, -5.9734E-09, 2.6E-13, 1.8000000000000002E-13
DataValue, -1.01, 0.4, 0.5, 6.0979E-09, -6.0471E-09, 7.6000000000000009E-13, -1.32E-12
DataValue, -0.995, 0.4, 0.5, 6.3251E-09, -6.2593E-09, -1.88E-12, -3.66E-12
DataValue, -0.98000000000000009, 0.4, 0.5, 6.4789E-09, -6.4991E-09, 1.13E-12, -1.7600000000000002E-12
DataValue, -0.96500000000000008, 0.4, 0.5, 6.5727E-09, -6.5972E-09, -3.1000000000000004E-13, 6.0000000000000007E-13
DataValue, -0.95000000000000007, 0.4, 0.5, 6.8465E-09, -6.8152E-09, 7.2000000000000006E-13, 2.79E-12
DataValue, -0.935, 0.4, 0.5, 7.1351E-09, -7.0937E-09, 1.3300000000000002E-12, 1.7200000000000001E-12
DataValue, -0.92, 0.4, 0.5, 7.2523E-09, -7.2565E-09, 9.6000000000000015E-13, 1.0100000000000001E-12
DataValue, -0.905, 0.4, 0.5, 7.4243E-09, -7.3902E-09, 9.9E-13, -1.9900000000000002E-12
DataValue, -0.89, 0.4, 0.5, 7.6549E-09, -7.638E-09, -1.6300000000000001E-12, -3.6200000000000003E-12
DataValue, -0.875, 0.4, 0.5, 7.9783E-09, -7.9552E-09, 9.3E-13, -3.2100000000000003E-12
DataValue, -0.86, 0.4, 0.5, 8.2343E-09, -8.2942E-09, -4.3000000000000004E-13, -8E-13
DataValue, -0.84500000000000008, 0.4, 0.5, 8.4083E-09, -8.4463E-09, 8.300000000000001E-13, 3.95E-12
DataValue, -0.83000000000000007, 0.4, 0.5, 8.755E-09, -8.6747E-09, 1.3300000000000002E-12, 2.67E-12
DataValue, -0.81500000000000006, 0.4, 0.5, 8.9868E-09, -8.9781E-09, 9.1000000000000016E-13, 3.53E-12
DataValue, -0.8, 0.4, 0.5, 9.2488E-09, -9.313E-09, 6.400000000000001E-13, -3.8000000000000005E-13
DataValue, -0.785, 0.4, 0.5, 9.5538E-09, -9.6241E-09, -4.8000000000000008E-13, -4.6500000000000006E-12
DataValue, -0.77, 0.4, 0.5, 9.8249E-09, -9.718E-09, 9.9E-13, -4.3000000000000007E-12
DataValue, -0.755, 0.4, 0.5, 1.01352E-08, -1.02096E-08, -8.9E-13, -1.3300000000000002E-12
DataValue, -0.74, 0.4, 0.5, 1.0397E-08, -1.04133E-08, 8.9E-13, 3.3200000000000004E-12
DataValue, -0.72500000000000009, 0.4, 0.5, 1.08562E-08, -1.08832E-08, 1.1500000000000002E-12, 1.8700000000000003E-12
DataValue, -0.71000000000000008, 0.4, 0.5, 1.12314E-08, -1.13013E-08, 1E-12, 1.78E-12
DataValue, -0.69500000000000006, 0.4, 0.5, 1.1544399999999999E-08, -1.1441599999999999E-08, 7.6000000000000009E-13, -1.3300000000000002E-12
DataValue, -0.68, 0.4, 0.5, 1.1906999999999999E-08, -1.1935199999999998E-08, 1.04E-12, -1.0000000000000002E-14
DataValue, -0.665, 0.4, 0.5, 1.24378E-08, -1.23514E-08, 8.5000000000000011E-13, 1.4800000000000002E-12
DataValue, -0.65, 0.4, 0.5, 1.2815999999999999E-08, -1.2792199999999999E-08, -1.6E-12, -2.3200000000000002E-12
DataValue, -0.635, 0.4, 0.5, 1.3316799999999999E-08, -1.3430999999999998E-08, 1.32E-12, 9.5E-13
DataValue, -0.62, 0.4, 0.5, 1.3794E-08, -1.3719199999999998E-08, 1.14E-12, -3.53E-12
DataValue, -0.605, 0.4, 0.5, 1.4321599999999999E-08, -1.4325599999999999E-08, 1.27E-12, 3.5900000000000003E-12
DataValue, -0.59000000000000008, 0.4, 0.5, 1.4871799999999998E-08, -1.4829999999999998E-08, -1.3800000000000002E-12, -4.8500000000000005E-12
DataValue, -0.57500000000000007, 0.4, 0.5, 1.5389199999999997E-08, -1.5324E-08, 1.1000000000000002E-12, 2.3000000000000003E-12
DataValue, -0.56, 0.4, 0.5, 1.5955399999999998E-08, -1.5984199999999997E-08, 8.6000000000000007E-13, -1.5300000000000001E-12
DataValue, -0.545, 0.4, 0.5, 1.6236799999999998E-08, -1.6331E-08, 1.08E-12, 1.0600000000000001E-12
