
SetupTitle, ExfoliatedMoS2_TGIdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VTG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, ID, ITG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.001
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, false
TestParameter, Output.List.Data, VTG, ID, VD, Vbg, Ibg, ITG, IS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/06/2025 14:14:19
MetaData, TestRecord.TestTarget, E41-O15
MetaData, TestRecord.IterationIndex, 4
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, ac0f523c-31b6-4008-985d-f8a1ddb761a7
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VTG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, ITG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-10, -1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, -1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.165625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.165625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.165625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.165625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.165625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:HR, Name=VTG, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=1 V, Step=15 mV, No. of Steps=201, Compliance=5 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=1 V, Step=300 mV, No. of Steps=4, Compliance=5 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU3:HR, Name=Vbg, Source Mode=V, Source=500 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,0.4,0.7,1	0.1	0.3	4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VTG, ID, VD, Vbg, Ibg, ITG, IS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ExfoliatedMoS2_TGIdVg
Dimension1, 402, 402, 402, 402, 402, 402, 402
Dimension2, 4, 4, 4, 4, 4, 4, 4
DataName, VTG, VD, Vbg, ID, IS, ITG, Ibg
DataValue, -2, 0.1, 0.5, 1.1448E-09, -1.1661E-09, -5.9600000000000005E-12, 5.84E-12
DataValue, -1.985, 0.1, 0.5, 1.1834E-09, -1.188E-09, -3.6400000000000006E-12, 7.31E-12
DataValue, -1.9700000000000002, 0.1, 0.5, 1.2257E-09, -1.2244E-09, -3.53E-12, 8.8800000000000009E-12
DataValue, -1.955, 0.1, 0.5, 1.2475E-09, -1.2586E-09, -3.82E-12, 1.1960000000000002E-11
DataValue, -1.9400000000000002, 0.1, 0.5, 1.2909E-09, -1.2974E-09, -3.3200000000000004E-12, 7.54E-12
DataValue, -1.925, 0.1, 0.5, 1.334E-09, -1.3345E-09, -4.4500000000000006E-12, 6.19E-12
DataValue, -1.9100000000000001, 0.1, 0.5, 1.3523E-09, -1.3423E-09, -1.9400000000000002E-12, 2.31E-12
DataValue, -1.895, 0.1, 0.5, 1.3748E-09, -1.3659E-09, -4.53E-12, 1.5E-12
DataValue, -1.8800000000000001, 0.1, 0.5, 1.3954E-09, -1.3957E-09, -2.1000000000000003E-12, 5.6700000000000007E-12
DataValue, -1.865, 0.1, 0.5, 1.4458E-09, -1.4547E-09, -1.85E-12, 6.7800000000000006E-12
DataValue, -1.85, 0.1, 0.5, 1.4832E-09, -1.4961E-09, -2.3500000000000003E-12, 9.35E-12
DataValue, -1.8350000000000002, 0.1, 0.5, 1.524E-09, -1.5236E-09, -2.03E-12, 5.8700000000000006E-12
DataValue, -1.82, 0.1, 0.5, 1.5733E-09, -1.5699E-09, -3.1900000000000003E-12, 3E-12
DataValue, -1.8050000000000002, 0.1, 0.5, 1.6048E-09, -1.6101E-09, -1.2400000000000002E-12, 5.9E-13
DataValue, -1.79, 0.1, 0.5, 1.6154E-09, -1.6097E-09, -3.87E-12, 1.6800000000000001E-12
DataValue, -1.7750000000000001, 0.1, 0.5, 1.6309E-09, -1.6328E-09, -1.2800000000000002E-12, 5.07E-12
DataValue, -1.76, 0.1, 0.5, 1.6946E-09, -1.7093E-09, -1.21E-12, 5.4200000000000007E-12
DataValue, -1.745, 0.1, 0.5, 1.7515E-09, -1.7578E-09, -1.5200000000000002E-12, 8.56E-12
DataValue, -1.73, 0.1, 0.5, 1.7751E-09, -1.7751E-09, -8.9E-13, 4.8500000000000005E-12
DataValue, -1.715, 0.1, 0.5, 1.8309E-09, -1.827E-09, -2.7800000000000003E-12, 7.5E-13
DataValue, -1.7000000000000002, 0.1, 0.5, 1.8578E-09, -1.8601E-09, -5.4E-13, 1.3E-13
DataValue, -1.685, 0.1, 0.5, 1.9075E-09, -1.8987E-09, -3.3900000000000003E-12, 9.000000000000001E-13
DataValue, -1.6700000000000002, 0.1, 0.5, 1.966E-09, -1.9645E-09, -8.2E-13, 2E-12
DataValue, -1.655, 0.1, 0.5, 2.0234E-09, -2.0288E-09, -8.9E-13, 5.3200000000000008E-12
DataValue, -1.6400000000000001, 0.1, 0.5, 2.0903E-09, -2.0932E-09, -1.1000000000000002E-12, 8.6700000000000008E-12
DataValue, -1.625, 0.1, 0.5, 2.1437E-09, -2.1472E-09, -6.3E-13, 3.72E-12
DataValue, -1.61, 0.1, 0.5, 2.2149E-09, -2.2137E-09, -1.8400000000000002E-12, 1.41E-12
DataValue, -1.595, 0.1, 0.5, 2.2811E-09, -2.2691E-09, -3.7000000000000004E-13, -6.2000000000000008E-13
DataValue, -1.58, 0.1, 0.5, 2.3585E-09, -2.3488E-09, -3.4100000000000002E-12, -1.36E-12
DataValue, -1.5650000000000002, 0.1, 0.5, 2.4326E-09, -2.4346E-09, -6.8E-13, 2.1000000000000003E-12
DataValue, -1.55, 0.1, 0.5, 2.4937E-09, -2.4946E-09, -4.8000000000000008E-13, 6.4800000000000007E-12
DataValue, -1.5350000000000001, 0.1, 0.5, 2.5258E-09, -2.5383E-09, -5E-13, 7.6800000000000012E-12
DataValue, -1.52, 0.1, 0.5, 2.6073E-09, -2.5994E-09, 2.4000000000000004E-13, 4.17E-12
DataValue, -1.5050000000000001, 0.1, 0.5, 2.6978E-09, -2.6944E-09, -1.0600000000000001E-12, 2.08E-12
DataValue, -1.49, 0.1, 0.5, 2.7634E-09, -2.7636E-09, 5E-14, -1.5300000000000001E-12
DataValue, -1.475, 0.1, 0.5, 2.8597E-09, -2.8483E-09, -3.53E-12, -1.5400000000000001E-12
DataValue, -1.46, 0.1, 0.5, 2.9195E-09, -2.925E-09, -1.3800000000000002E-12, 1.8000000000000002E-12
DataValue, -1.445, 0.1, 0.5, 3.0091E-09, -3.0006E-09, -3.2000000000000005E-13, 4.62E-12
DataValue, -1.4300000000000002, 0.1, 0.5, 3.0872E-09, -3.0976E-09, 2.0000000000000003E-14, 6.5200000000000005E-12
DataValue, -1.415, 0.1, 0.5, 3.1784E-09, -3.1806E-09, 4.6000000000000006E-13, 4.32E-12
DataValue, -1.4000000000000001, 0.1, 0.5, 3.2772E-09, -3.2893E-09, -1.1600000000000001E-12, -9.0000000000000008E-14
DataValue, -1.385, 0.1, 0.5, 3.3955E-09, -3.3862E-09, 1.9000000000000002E-13, -2.19E-12
DataValue, -1.37, 0.1, 0.5, 3.4819E-09, -3.4686E-09, -2.97E-12, -5.6E-13
DataValue, -1.355, 0.1, 0.5, 3.598E-09, -3.6178E-09, -1.5800000000000001E-12, 3.3700000000000004E-12
DataValue, -1.34, 0.1, 0.5, 3.6847E-09, -3.6921E-09, 4.2000000000000003E-13, 4.37E-12
DataValue, -1.325, 0.1, 0.5, 3.8339E-09, -3.8275E-09, 7.7000000000000005E-13, 7.73E-12
DataValue, -1.31, 0.1, 0.5, 3.983E-09, -3.9648E-09, 1.5400000000000001E-12, 2.8300000000000003E-12
DataValue, -1.2950000000000002, 0.1, 0.5, 4.095E-09, -4.072E-09, -9.2000000000000012E-13, -2.7600000000000004E-12
DataValue, -1.28, 0.1, 0.5, 4.2032E-09, -4.1916E-09, -2.7E-13, -1.3900000000000001E-12
DataValue, -1.2650000000000001, 0.1, 0.5, 4.3137E-09, -4.2947E-09, -2.7000000000000002E-12, -1.7E-13
DataValue, -1.25, 0.1, 0.5, 4.4901E-09, -4.4764E-09, -9.4E-13, 3.2400000000000003E-12
DataValue, -1.235, 0.1, 0.5, 4.6028E-09, -4.6042E-09, 2.7E-13, 5.19E-12
DataValue, -1.22, 0.1, 0.5, 4.7498E-09, -4.7677E-09, 8.0000000000000013E-14, 5.04E-12
DataValue, -1.205, 0.1, 0.5, 4.9247E-09, -4.909E-09, 1.95E-12, 1.2900000000000002E-12
DataValue, -1.19, 0.1, 0.5, 5.0808E-09, -5.0768E-09, -2.3500000000000003E-12, -2.7600000000000004E-12
DataValue, -1.175, 0.1, 0.5, 5.214E-09, -5.2383E-09, 7.4000000000000008E-13, -1.98E-12
DataValue, -1.1600000000000001, 0.1, 0.5, 5.4175E-09, -5.4182E-09, -1.9900000000000002E-12, -2.04E-12
DataValue, -1.145, 0.1, 0.5, 5.5721E-09, -5.5877E-09, -7.3E-13, 4.31E-12
DataValue, -1.1300000000000001, 0.1, 0.5, 5.772E-09, -5.7724E-09, 7.3E-13, 4.33E-12
DataValue, -1.115, 0.1, 0.5, 5.9063E-09, -5.9438E-09, 9.5E-13, 6.21E-12
DataValue, -1.1, 0.1, 0.5, 6.1348E-09, -6.1746E-09, 2.1700000000000002E-12, -9.1000000000000016E-13
DataValue, -1.085, 0.1, 0.5, 6.4014E-09, -6.4264E-09, -1.9900000000000002E-12, -1.4800000000000002E-12
DataValue, -1.07, 0.1, 0.5, 6.6051E-09, -6.5813E-09, -1E-13, -3.4100000000000002E-12
DataValue, -1.0550000000000002, 0.1, 0.5, 6.8183E-09, -6.8147E-09, -1.8200000000000003E-12, -1.59E-12
DataValue, -1.04, 0.1, 0.5, 7.058E-09, -7.0427E-09, -5.1E-13, 6.0100000000000004E-12
DataValue, -1.0250000000000001, 0.1, 0.5, 7.2772E-09, -7.2564E-09, 2.1500000000000003E-12, 5.07E-12
DataValue, -1.01, 0.1, 0.5, 7.4636E-09, -7.4796E-09, 9.5E-13, 4.28E-12
DataValue, -0.995, 0.1, 0.5, 7.7178E-09, -7.7315E-09, 2.0700000000000003E-12, -4.6000000000000006E-13
DataValue, -0.98000000000000009, 0.1, 0.5, 7.9981E-09, -7.9867E-09, -2.2700000000000002E-12, -2.82E-12
