
SetupTitle, ExfoliatedMoS2_TGIdVg_DiffBG
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VTG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, ID, ITG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.001
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, false
TestParameter, Output.List.Data, VTG, ID, VD, Vbg, Ibg, ITG, IS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/24/2025 15:53:21
MetaData, TestRecord.TestTarget, E31-M2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, a34109b1-3070-4d76-8bc9-0b05af44aad9
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VTG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, ITG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, -1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-07, -1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.142539062246428
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.142539062246428
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.142539062246428
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.142539062246428
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.142539062246428
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:HR, Name=VTG, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=1 V, Step=15 mV, No. of Steps=201, Compliance=5 mA, Pwr Comp=OFF	[VAR2] Unit=SMU3:HR, Name=Vbg, Start=1 V, Stop=2 V, Step=250 mV, No. of Steps=5, Compliance=5 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=100 mV, Compliance=5 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vbg	1,1.25,1.5,1.75,2	1	0.25	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VTG, ID, VD, Vbg, Ibg, ITG, IS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ExfoliatedMoS2_TGIdVg_DiffBG
Dimension1, 402, 402, 402, 402, 402, 402, 402
Dimension2, 5, 5, 5, 5, 5, 5, 5
DataName, VTG, Vbg, VD, ID, IS, ITG, Ibg
DataValue, -2, 1, 0.1, 1.3500000000000001E-12, 2.2500000000000003E-12, -4.4400000000000005E-12, 1.85E-12
DataValue, -1.985, 1, 0.1, 2.8600000000000003E-12, 3.35E-12, -6.9900000000000007E-12, 5.9E-13
DataValue, -1.9700000000000002, 1, 0.1, 8.8000000000000009E-13, 2.28E-12, -4.67E-12, 1.5700000000000002E-12
DataValue, -1.955, 1, 0.1, 1.12E-12, 4.2900000000000005E-12, -4.58E-12, 1.02E-12
DataValue, -1.9400000000000002, 1, 0.1, 1.6200000000000002E-12, 1.9400000000000002E-12, -4.4000000000000006E-12, 6.0000000000000007E-13
DataValue, -1.925, 1, 0.1, 7E-13, 2.2200000000000002E-12, -2.8800000000000002E-12, 7.4000000000000008E-13
DataValue, -1.9100000000000001, 1, 0.1, 2.8300000000000003E-12, 2.87E-12, -5.6E-12, 9.5E-13
DataValue, -1.895, 1, 0.1, 8.300000000000001E-13, 1.6600000000000002E-12, -3.91E-12, 1.9900000000000002E-12
DataValue, -1.8800000000000001, 1, 0.1, 1.03E-12, 3.7300000000000005E-12, -4.48E-12, -3.5E-13
DataValue, -1.865, 1, 0.1, 1.55E-12, 1.7100000000000002E-12, -4.21E-12, 7E-13
DataValue, -1.85, 1, 0.1, 1.8000000000000002E-13, 1.9900000000000002E-12, -1.95E-12, 7.4000000000000008E-13
DataValue, -1.8350000000000002, 1, 0.1, 2.28E-12, 2.6500000000000002E-12, -4.4500000000000006E-12, 2.5E-13
DataValue, -1.82, 1, 0.1, 7.7000000000000005E-13, 9.9E-13, -3.4400000000000003E-12, 1.45E-12
DataValue, -1.8050000000000002, 1, 0.1, 9.9E-13, 3.58E-12, -3.3200000000000004E-12, 3.4E-13
DataValue, -1.79, 1, 0.1, 1.4300000000000002E-12, 2.06E-12, -3.75E-12, 7.9000000000000007E-13
DataValue, -1.7750000000000001, 1, 0.1, -2.8E-13, 1.8100000000000002E-12, -1.8900000000000002E-12, 1.4E-13
DataValue, -1.76, 1, 0.1, 2.0500000000000004E-12, 2.26E-12, -3.3700000000000004E-12, -4E-13
DataValue, -1.745, 1, 0.1, 1.04E-12, 7.7000000000000005E-13, -2.39E-12, 1.5600000000000002E-12
DataValue, -1.73, 1, 0.1, 2.8E-13, 2.8800000000000002E-12, -2.03E-12, 7.100000000000001E-13
DataValue, -1.715, 1, 0.1, 1.4700000000000002E-12, 2.08E-12, -3.3E-12, 1.3E-13
DataValue, -1.7000000000000002, 1, 0.1, -5.6E-13, 1.3900000000000001E-12, -9.8E-13, 4.1E-13
DataValue, -1.685, 1, 0.1, 1.12E-12, 2.28E-12, -2.7800000000000003E-12, -1.04E-12
DataValue, -1.6700000000000002, 1, 0.1, 8.7E-13, -1.9000000000000002E-13, -2.24E-12, 7.100000000000001E-13
DataValue, -1.655, 1, 0.1, 5.6E-13, 2.31E-12, -1.8100000000000002E-12, 1.0600000000000001E-12
DataValue, -1.6400000000000001, 1, 0.1, 1.2900000000000002E-12, 1.95E-12, -3.28E-12, 6.5000000000000006E-13
DataValue, -1.625, 1, 0.1, -9.2000000000000012E-13, 1.3800000000000002E-12, -5.5000000000000008E-13, 1E-13
DataValue, -1.61, 1, 0.1, 1.21E-12, 2.3000000000000003E-12, -2.26E-12, -3.7000000000000004E-13
DataValue, -1.595, 1, 0.1, 8.7E-13, -2.0000000000000003E-14, -2.42E-12, 2.2000000000000003E-12
DataValue, -1.58, 1, 0.1, -2.0000000000000003E-14, 1.6700000000000002E-12, -1.3800000000000002E-12, 1.2400000000000002E-12
DataValue, -1.5650000000000002, 1, 0.1, 1.8400000000000002E-12, 1.51E-12, -3.1900000000000003E-12, -2.9000000000000003E-13
DataValue, -1.55, 1, 0.1, -1.1000000000000002E-12, 1.18E-12, -6.400000000000001E-13, 8.300000000000001E-13
DataValue, -1.5350000000000001, 1, 0.1, 5.6E-13, 2.3200000000000002E-12, -1.2500000000000001E-12, -5.6E-13
DataValue, -1.52, 1, 0.1, 6.3E-13, -1.4E-13, -1.5200000000000002E-12, 1.6E-12
DataValue, -1.5050000000000001, 1, 0.1, -2.0000000000000003E-14, 1.3500000000000001E-12, -1.5800000000000001E-12, 5.1E-13
DataValue, -1.49, 1, 0.1, 2.03E-12, 1.3500000000000001E-12, -3.7900000000000006E-12, 2.7E-13
DataValue, -1.475, 1, 0.1, -1.36E-12, 6.5000000000000006E-13, -3.5E-13, -2.8E-13
DataValue, -1.46, 1, 0.1, 5E-13, 2.24E-12, -8.8000000000000009E-13, -5.6E-13
DataValue, -1.445, 1, 0.1, 7.4000000000000008E-13, -2.4000000000000004E-13, -1.22E-12, 1.1000000000000002E-12
DataValue, -1.4300000000000002, 1, 0.1, 6.0000000000000009E-14, 8.6000000000000007E-13, -2.2000000000000002E-13, -3.3E-13
DataValue, -1.415, 1, 0.1, 2.13E-12, 8.4000000000000006E-13, -2.54E-12, -8.5000000000000011E-13
DataValue, -1.4000000000000001, 1, 0.1, -1.9000000000000002E-13, 3.0000000000000005E-14, -8.4000000000000006E-13, 6.1E-13
DataValue, -1.385, 1, 0.1, -5E-14, 2.29E-12, -1.1500000000000002E-12, -8.4000000000000006E-13
DataValue, -1.37, 1, 0.1, 6.6E-13, 1.0000000000000002E-14, -8.4000000000000006E-13, 6.6E-13
DataValue, -1.355, 1, 0.1, -4E-13, 1.6000000000000003E-13, 5.6E-13, 2.3000000000000003E-13
DataValue, -1.34, 1, 0.1, 1.8200000000000003E-12, 8.7E-13, -2.79E-12, -1E-13
DataValue, -1.325, 1, 0.1, 1.0000000000000002E-14, -4.2000000000000003E-13, -8.6000000000000007E-13, 1.2000000000000001E-12
DataValue, -1.31, 1, 0.1, 5E-14, 2.09E-12, -8.5000000000000011E-13, -7.100000000000001E-13
DataValue, -1.2950000000000002, 1, 0.1, 1.0600000000000001E-12, 3.0000000000000003E-13, -1.3300000000000002E-12, 1.2000000000000002E-13
DataValue, -1.28, 1, 0.1, -4.7E-13, 2.4000000000000004E-13, 8.5000000000000011E-13, 1.7E-13
DataValue, -1.2650000000000001, 1, 0.1, 1.69E-12, 5.4E-13, -1.31E-12, -6.0000000000000007E-13
DataValue, -1.25, 1, 0.1, 4.1E-13, -8.7E-13, -4.7E-13, 1.3500000000000001E-12
DataValue, -1.235, 1, 0.1, 2.1000000000000001E-13, 1.6E-12, -1E-12, -1.2000000000000002E-13
DataValue, -1.22, 1, 0.1, 1.22E-12, -1E-13, -1.5700000000000002E-12, 3.5E-13
DataValue, -1.205, 1, 0.1, -6.9000000000000009E-13, -2.9000000000000003E-13, 1.03E-12, -4.0000000000000006E-14
DataValue, -1.19, 1, 0.1, 2.0700000000000003E-12, 4E-13, -1.5E-12, -6.8E-13
DataValue, -1.175, 1, 0.1, 1.26E-12, -1.32E-12, -2.6E-13, 1.6600000000000002E-12
DataValue, -1.1600000000000001, 1, 0.1, 5.4E-13, 9.6000000000000015E-13, -1.8000000000000002E-13, 4E-13
DataValue, -1.145, 1, 0.1, 1.6200000000000002E-12, -8.0000000000000013E-14, -1.4700000000000002E-12, -2.6E-13
DataValue, -1.1300000000000001, 1, 0.1, -5.2E-13, -7.4000000000000008E-13, 5.9E-13, 5E-14
DataValue, -1.115, 1, 0.1, 1.9E-12, 5E-14, -7.6000000000000009E-13, -1.5E-12
DataValue, -1.1, 1, 0.1, 1.31E-12, -2.13E-12, -2.6E-13, 1.3400000000000002E-12
DataValue, -1.085, 1, 0.1, 1.14E-12, -1.7E-13, -2.2000000000000002E-13, 2.6E-13
DataValue, -1.07, 1, 0.1, 2.3200000000000002E-12, -6.6E-13, -1.74E-12, 5.1E-13
DataValue, -1.0550000000000002, 1, 0.1, 0, -1.31E-12, 1.13E-12, -8.0000000000000013E-14
DataValue, -1.04, 1, 0.1, 2.5300000000000003E-12, -4.5000000000000005E-13, -9.7000000000000011E-13, -6.9000000000000009E-13
DataValue, -1.0250000000000001, 1, 0.1, 2.29E-12, -3.3200000000000004E-12, -6.0000000000000007E-13, 1.03E-12
DataValue, -1.01, 1, 0.1, 1.8400000000000002E-12, -1.46E-12, -1E-13, 8.1000000000000008E-13
DataValue, -0.995, 1, 0.1, 3.53E-12, -1.9700000000000003E-12, -1.74E-12, -4.0000000000000006E-14
